First,Last,StudentID,Grade,ScanTime,Status
Lavelle,Lillywhite,2422074,11,1/27/2022 8:03,Present on time
Emmett,Mcshaw,3418728,9,1/27/2022 8:03,Present on time
Taryn,Moyd,6730543,10,1/27/2022 8:03,Present on time
Myra,Munns,7433665,9,1/27/2022 8:03,Present on time
Gregoria,Pawlowicz,6733213,11,1/27/2022 8:03,Present on time
Stanton,Rigazio,166487,9,1/27/2022 8:03,Present on time
Paz,Sahagun,7623283,12,1/27/2022 8:03,Present on time
Sherita,Saras,6463087,9,1/27/2022 8:03,Present on time
Fidelia,Vilven,7061034,9,1/27/2022 8:03,Present on time
Felton,Yafuso,771460,9,1/27/2022 8:03,Present on time
Melynda,Anstead,2114223,10,1/27/2022 8:04,Present on time
Brock,Bolognia,1507751,12,1/27/2022 8:04,Present on time
Lauran,Burnard,6513781,9,1/27/2022 8:04,Present on time
Carmela,Cookey,3548277,9,1/27/2022 8:04,Present on time
Helga,Fredicks,7581040,12,1/27/2022 8:04,Present on time
Latonia,Helander,7451655,11,1/27/2022 8:04,Present on time
Coral,Helmcamp,7766604,11,1/27/2022 8:04,Present on time
Lavonda,Hengel,6221852,10,1/27/2022 8:04,Present on time
Belen,Nelton,2086406,12,1/27/2022 8:04,Present on time
Lavera,Perin,3056247,12,1/27/2022 8:04,Present on time
Marnie,Purslow,3156540,11,1/27/2022 8:04,Present on time
Helene,Rodenberger,5423145,11,1/27/2022 8:04,Present on time
Andra,Scheyer,3466634,9,1/27/2022 8:04,Present on time
Glory,Schieler,5171543,11,1/27/2022 8:04,Present on time
Ernie,Stenseth,8565017,12,1/27/2022 8:04,Present on time
Virgina,Tegarden,6267714,10,1/27/2022 8:04,Present on time
Kristeen,Turinetti,3648561,11,1/27/2022 8:04,Present on time
Jerry,Zurcher,6524076,9,1/27/2022 8:04,Present on time
Fletcher,Caneles,5153126,12,1/27/2022 8:05,Present on time
Lisha,Centini,8524541,9,1/27/2022 8:05,Present on time
Josephine,Darakjy,2682613,11,1/27/2022 8:05,Present on time
Lindsey,Dilello,4217214,11,1/27/2022 8:05,Present on time
Johna,Magathan,1346611,10,1/27/2022 8:05,Present on time
Dolores,Moltz,3164774,12,1/27/2022 8:05,Present on time
Chi,Morgan,5445674,12,1/27/2022 8:05,Present on time
Callie,Neikirk,5404841,10,1/27/2022 8:05,Present on time
Katina,Polidori,3062127,9,1/27/2022 8:05,Present on time
Toi,Rollison,5754143,10,1/27/2022 8:05,Present on time
Shakira,Westervelt,6308488,10,1/27/2022 8:05,Present on time
Ryan,Harnos,2265584,12,1/27/2022 8:06,Present on time
Blossom,Kraatz,302867,10,1/27/2022 8:06,Present on time
Hillary,Skulski,1132227,10,1/27/2022 8:06,Present on time
Alisha,Slusarski,3186331,9,1/27/2022 8:06,Present on time
Dianne,Tomasic,2264714,9,1/27/2022 8:06,Present on time
Frank,Tryninewski,73257,9,1/27/2022 8:06,Present on time
Angella,Cetta,7536502,11,1/27/2022 8:07,Present on time
Earleen,Mai,3372672,11,1/27/2022 8:07,Present on time
Kris,Marrier,6744435,11,1/27/2022 8:07,Present on time
Nichelle,Meteer,7136687,11,1/27/2022 8:07,Present on time
India,Sifford,2667728,12,1/27/2022 8:07,Present on time
Yolande,Staiano,3474303,10,1/27/2022 8:07,Present on time
Kanisha,Waycott,3213602,11,1/27/2022 8:07,Present on time
Rhea,Aredondo,4547516,10,1/27/2022 8:08,Present on time
Christa,Cloutier,4075417,11,1/27/2022 8:08,Present on time
Loreen,Griepentrog,8704814,12,1/27/2022 8:08,Present on time
Nakisha,Russi,3352446,12,1/27/2022 8:08,Present on time
Valentin,Billa,6172574,12,1/27/2022 8:09,Present on time
Kiley,Caldarera,377836,10,1/27/2022 8:09,Present on time
Izetta,Funnell,8042533,11,1/27/2022 8:09,Present on time
Samira,Heintzman,7527614,12,1/27/2022 8:09,Present on time
Rana,Lehn,8311533,11,1/27/2022 8:09,Present on time
Solange,Shinko,3887764,9,1/27/2022 8:09,Present on time
Hermila,Thyberg,4716256,10,1/27/2022 8:09,Present on time
Chanel,Caudy,5737136,12,1/27/2022 8:10,Present on time
Fernanda,Jillson,7276237,10,1/27/2022 8:10,Tardy
Noe,Kotz,6822142,10,1/27/2022 8:10,Tardy
Blair,Malet,7822000,10,1/27/2022 8:10,Tardy
Shala,Ogle,3126541,12,1/27/2022 8:10,Present on time
Antione,Onofrio,51323,11,1/27/2022 8:10,Tardy
Jeannine,Rippy,1436217,12,1/27/2022 8:10,Tardy
Lashaun,Casteneda,8687660,10,1/27/2022 8:11,Tardy
Nathalie,Corners,2858536,12,1/27/2022 8:11,Tardy
Amie,Okuniewski,6621601,10,1/27/2022 8:11,Tardy
Demetra,Peth,5765171,10,1/27/2022 8:11,Tardy
Hubert,Walthall,1387560,12,1/27/2022 8:11,Tardy
Johnetta,Abdallah,5162046,12,1/27/2022 8:13,Present on time
Shawnna,Arredondo,4262628,11,1/27/2022 8:13,Tardy
Coral,Brennick,2325224,9,1/27/2022 8:13,Tardy
Joaquin,Geitner,6378751,12,1/27/2022 8:13,Tardy
Helaine,Halter,315465,12,1/27/2022 8:13,Present on time
Buck,Kotow,5762477,11,1/27/2022 8:13,Tardy
Kristofer,Bennick,7654760,11,1/27/2022 8:14,Present on time
Georgiana,Colbath,4458257,9,1/27/2022 8:15,Tardy
Rene,Granier,4262763,11,1/27/2022 8:15,Tardy
Gearldine,Haberle,5735664,9,1/27/2022 8:15,Tardy
Noah,Kalafatis,3554142,12,1/27/2022 8:15,Tardy
Raul,Upthegrove,2871554,12,1/27/2022 8:15,Tardy
Shannan,Cupit,6134336,10,1/27/2022 8:16,Tardy
Truman,Feichtner,5331577,11,1/27/2022 8:16,Tardy
Albina,Glick,2403324,10,1/27/2022 8:17,Tardy
Nobuko,Halsey,6366561,10,1/27/2022 8:17,Tardy
Josefa,Opitz,2151072,12,1/27/2022 8:17,Tardy
Detra,Coyier,8646178,9,1/27/2022 8:18,Tardy
Gwenn,Suffield,2140216,11,1/27/2022 8:18,Tardy
Nana,Wrinkles,7750264,11,1/27/2022 8:18,Tardy
Jerry,Dallen,8147308,12,1/27/2022 8:19,Present on time
Fatima,Saylors,1641305,12,1/27/2022 8:19,Present on time
Vinnie,Meir,4334346,12,1/27/2022 8:20,Tardy
Dahlia,Benett,7726454,12,1/27/2022 8:21,Present on time
Timothy,Bussert,3756627,9,1/27/2022 8:21,Tardy
Billye,Miro,4177825,12,1/27/2022 8:21,Present on time
Terrilyn,Rodeigues,8643456,10,1/27/2022 8:21,Tardy
Chandra,Firlik,6328462,12,1/27/2022 8:22,Present on time
Leontine,Stalma,1033112,12,1/27/2022 8:22,Tardy
Wynell,Dorshorst,1726433,9,1/27/2022 8:24,Tardy
Allene,Iturbide,8237507,11,1/27/2022 8:24,Present on time
Vonda,Normandeau,4205775,11,1/27/2022 8:24,Tardy
Jacinta,Deppen,8753727,10,1/27/2022 8:25,Tardy
Sheldon,Isachsen,4637480,12,1/27/2022 8:25,Present on time
Youlanda,Schemmer,6652226,10,1/27/2022 8:25,Tardy
Zoila,Lannigan,6170652,12,1/27/2022 8:26,Tardy
Doretha,Wykle,5772524,12,1/27/2022 8:26,Present on time
Dean,Ketelsen,6714140,11,1/27/2022 8:27,Tardy
Leota,Ragel,6522230,10,1/27/2022 8:27,Tardy
Franchesca,Lamme,4744478,12,1/27/2022 8:29,Tardy
Sheron,Louissant,7352112,10,1/27/2022 8:29,Tardy
Lynsey,Sport,7044557,10,1/27/2022 8:29,Tardy
Stephaine,Vinning,5605253,10,1/27/2022 8:29,Tardy
Cammy,Albares,6371735,11,1/27/2022 8:30,Tardy
Alyce,Arias,6333332,10,1/27/2022 8:30,Tardy
Veronika,Inouye,8120114,9,1/27/2022 8:30,Tardy
Caitlin,Julia,2245568,12,1/27/2022 8:30,Tardy
Gilma,Liukko,7033167,10,1/27/2022 8:30,Present on time
Kimbery,Madarang,5383445,12,1/27/2022 8:30,Present on time
Tyra,Shields,6625847,11,1/27/2022 8:30,Present on time
Beatriz,Corrington,2273236,11,1/27/2022 8:31,Tardy
Bulah,Padilla,2122486,12,1/27/2022 8:31,Present on time
Tayna,Sine,2045532,12,1/27/2022 8:31,Present on time
Cordelia,Storment,775624,12,1/27/2022 8:31,Present on time
Derick,Dhamer,6361536,12,1/27/2022 8:33,Present on time
Barney,Hagen,8822140,12,1/27/2022 8:33,Present on time
Alesia,Hixenbaugh,8155508,11,1/27/2022 8:33,Present on time
Raymon,Calvaresi,5842044,11,1/27/2022 8:34,Tardy
Tambra,Lembke,1567766,12,1/27/2022 8:34,Tardy
Glenn,Berray,4365772,12,1/27/2022 8:35,Tardy
Golda,Kaniecki,4543322,12,1/27/2022 8:35,Present on time
Thurman,Manno,2774236,12,1/27/2022 8:35,Tardy
Penney,Weight,841181,12,1/27/2022 8:37,Present on time
Raina,Brachle,3324350,12,1/27/2022 8:38,Present on time
Adria,Gilliam,3557812,12,1/27/2022 8:41,Present on time
Elfriede,Bakeley,6045452,12,1/27/2022 8:42,Present on time
Polly,Sandusky,5352372,12,1/27/2022 8:42,Tardy
Viola,Eddens,5445,10,1/27/2022 8:43,Tardy
Cecilia,Colaizzo,6813134,11,1/27/2022 8:44,Tardy
Leontine,Lafoy,1523513,10,1/27/2022 8:44,Present on time
Azzie,Tuazon,3333542,12,1/27/2022 8:44,Present on time
Claribel,Varriano,6334687,11,1/27/2022 8:45,Tardy
Jaime,Wasurick,4176347,12,1/27/2022 8:45,Present on time
Phuong,Sugai,5683017,12,1/27/2022 8:46,Present on time
Thersa,Davirro,4733773,12,1/27/2022 8:47,Present on time
Titus,Dugre,2373784,9,1/27/2022 8:47,Tardy
Donte,Kines,8567727,12,1/27/2022 8:47,Present on time
Monte,Tindal,2216374,12,1/27/2022 8:47,Present on time
Jolene,Ostolaza,8826224,10,1/27/2022 8:49,Tardy
Yoko,Fishburne,2773571,12,1/27/2022 8:50,Present on time
Gilma,Jefferys,6133674,11,1/27/2022 8:50,Tardy
Marion,Letran,7133121,11,1/27/2022 8:50,Present on time
Carman,Gudiel,3674156,12,1/27/2022 8:51,Present on time
Dottie,Hellickson,8752584,12,1/27/2022 8:51,Tardy
Alecia,Bubash,7176047,12,1/27/2022 8:52,Tardy
Adelle,Nitcher,6708345,12,1/27/2022 8:52,Tardy
Florinda,Mackedanz,3775207,10,1/27/2022 8:54,Tardy
Nadine,Swartzbeck,8433082,12,1/27/2022 8:54,Present on time
Lucia,Flipp,6325657,12,1/27/2022 8:55,Tardy
Antonio,Unruh,361451,12,1/27/2022 8:55,Tardy
Norah,Waymire,318151,12,1/27/2022 8:55,Present on time
Francoise,Rautenstrauch,6435642,12,1/27/2022 8:56,Present on time
Agustin,Lakatos,6232721,12,1/27/2022 8:57,Present on time
Vi,Rentfro,7527716,12,1/27/2022 8:57,Present on time
Frank,Amend,5618461,9,1/27/2022 8:58,Tardy
Rodney,Lockamy,5635724,12,1/27/2022 8:58,Present on time
Francine,Vocelka,446370,12,1/27/2022 8:58,Present on time
Hannah,Edmison,4274720,9,1/27/2022 9:00,Tardy
Luisa,Jurney,5338124,11,1/27/2022 9:01,Present on time
Tresa,Sweely,1662106,12,1/27/2022 9:01,Present on time
Dyan,Oldroyd,1415471,12,1/27/2022 9:03,Present on time
Frederica,Blunk,2321373,12,1/27/2022 9:04,Present on time
Anjelica,Lovero,7744231,12,1/27/2022 9:04,Present on time
Antonette,Stimac,5513217,12,1/27/2022 9:05,Present on time
Laurel,Reitler,2777428,12,1/27/2022 9:08,Present on time
Shenika,Seewald,1553183,11,1/27/2022 9:09,Tardy
Justine,Ferrario,2111422,12,1/27/2022 9:10,Present on time
Myra,Palenik,5223645,11,1/27/2022 9:10,Tardy
Kimi,Selfe,2726430,11,1/27/2022 9:10,Tardy
Shasta,Canonico,2558165,12,1/27/2022 9:11,Present on time
Essie,Fitzke,4436077,12,1/27/2022 9:12,Tardy
Arlette,Honeywell,1712543,12,1/27/2022 9:12,Tardy
Paola,Vielma,6353616,12,1/27/2022 9:15,Tardy
Devora,Perez,2237853,12,1/27/2022 9:16,Tardy
Tish,Violett,7176137,12,1/27/2022 9:17,Present on time
Afton,Wrinkle,6626347,12,1/27/2022 9:18,Tardy
Britt,Galam,7781762,12,1/27/2022 9:22,Tardy
Lucina,Lary,5011675,12,1/27/2022 9:22,Tardy
Rozella,Ostrosky,2565811,10,1/27/2022 9:22,Tardy
Pamela,Mccoskey,4763602,12,1/27/2022 9:23,Tardy
Lorrine,Worlds,5025273,12,1/27/2022 9:25,Tardy
Tom,Loeza,7726530,12,1/27/2022 9:26,Tardy
Mattie,Poquette,7442771,12,1/27/2022 9:26,Tardy
Shad,Reider,1437474,12,1/27/2022 9:26,Present on time
Brunilda,Coin,6170541,12,1/27/2022 9:30,Present on time
Eden,Jayson,7667370,12,1/27/2022 9:31,Tardy
Truman,Mondale,6715522,11,1/27/2022 9:33,Tardy
Alpha,Palaia,4131042,9,1/27/2022 9:35,Tardy
Virgie,Kiel,806373,12,1/27/2022 9:37,Tardy
Ty,Smith,4421760,11,1/27/2022 9:39,Tardy
Delsie,Cerao,2142072,12,1/27/2022 9:44,Present on time
Basilia,Vinroe,1566027,12,1/27/2022 9:44,Present on time
Merilyn,Bayless,4244242,12,1/27/2022 9:46,Present on time
Meaghan,Garufi,8362111,9,1/27/2022 9:56,Tardy
Ailene,Friedman,4362185,11,1/27/2022 9:58,Tardy
Cory,Gibes,4232820,12,1/27/2022 10:09,Tardy
Sabine,Kaea,7171441,9,1/27/2022 10:17,Tardy
Jesusita,Flister,4388827,11,1/27/2022 10:18,Tardy
Barrett,Toyama,8725554,10,1/27/2022 10:21,Tardy
Joye,Nedman,3444114,11,1/27/2022 10:33,Tardy
Bong,Fears,1784332,10,1/27/2022 11:17,Tardy
Luisa,Harnish,1055540,12,1/27/2022 11:18,Tardy
Bette,Digiovanni,5527847,12,1/27/2022 11:44,Tardy
Kimbery,Plikerd,5075222,10,1/27/2022 11:50,Tardy
Sylvia,Cousey,8412701,10,1/28/2022 7:03,Present on time
Sue,Kownacki,3237225,11,1/28/2022 7:04,Present on time
Ozell,Shealy,1076186,9,1/28/2022 7:05,Present on time
Kattie,Vonasek,4547426,9,1/28/2022 7:06,Present on time
Stephane,Myricks,78616,9,1/28/2022 7:07,Present on time
Audra,Kohnert,2711225,9,1/28/2022 7:08,Present on time
Rosalyn,Mcspedon,5638827,10,1/28/2022 7:11,Present on time
Lasandra,Frisinger,6160373,11,1/28/2022 7:13,Present on time
Mabel,Elmquist,7112208,10,1/28/2022 7:15,Present on time
Lenna,Paprocki,8333415,11,1/28/2022 7:15,Present on time
Alline,Jeanty,4355326,11,1/28/2022 7:16,Present on time
Lea,Steinhaus,6325162,11,1/28/2022 7:17,Present on time
Jaime,Perugini,5204335,9,1/28/2022 7:18,Present on time
Chun,Richrdson,7177353,9,1/28/2022 7:18,Present on time
Dierdre,Yum,6062256,12,1/28/2022 7:18,Present on time
Ma,Layous,1633611,11,1/28/2022 7:19,Present on time
Lenita,Darbro,7526250,10,1/28/2022 7:20,Present on time
Sheron,Louissant,7352112,10,1/28/2022 7:20,Present on time
Chu,Collopy,6318457,9,1/28/2022 7:21,Present on time
Nguyet,Kitchens,1132735,11,1/28/2022 7:21,Present on time
Eura,Mcglocklin,6715476,10,1/28/2022 7:21,Present on time
Ashton,Nitchals,5541156,11,1/28/2022 7:21,Present on time
Arminda,Parvis,338863,11,1/28/2022 7:21,Present on time
Jarod,Catalina,5622347,9,1/28/2022 7:22,Present on time
Willow,Kusko,1646310,10,1/28/2022 7:23,Present on time
Hannah,Suero,2456316,11,1/28/2022 7:23,Present on time
Derick,Dhamer,6361536,12,1/28/2022 7:24,Present on time
Kelvin,Hasha,8645862,9,1/28/2022 7:24,Present on time
Malissa,Talty,6731361,9,1/28/2022 7:24,Present on time
Lucy,Treston,3841766,10,1/28/2022 7:24,Present on time
Malcom,Vereen,5817185,11,1/28/2022 7:24,Present on time
Rochell,Wetherby,5007656,11,1/28/2022 7:24,Present on time
Whitley,Tomasulo,6464435,10,1/28/2022 7:25,Present on time
Geoffrey,Acey,3334583,10,1/28/2022 7:26,Present on time
Chauncey,Motley,751544,9,1/28/2022 7:26,Present on time
Renay,Oviedo,1166778,9,1/28/2022 7:27,Present on time
Nydia,Ancar,5157202,11,1/28/2022 7:28,Present on time
Izetta,Funnell,8042533,11,1/28/2022 7:28,Present on time
Dorothy,Chesterfield,8446376,9,1/28/2022 7:29,Present on time
Queenie,Kramarczyk,5542632,9,1/28/2022 7:29,Present on time
Olive,Matuszak,7643174,10,1/28/2022 7:29,Present on time
Corinne,Loder,1667724,10,1/28/2022 7:30,Present on time
King,Suman,3524751,9,1/28/2022 7:30,Present on time
Carma,Vanheusen,7412406,10,1/28/2022 7:30,Present on time
Josphine,Villanueva,5170528,9,1/28/2022 7:30,Present on time
Edmond,Buettner,6215623,10,1/28/2022 7:31,Present on time
Tawna,Buvens,1262527,9,1/28/2022 7:31,Present on time
Jess,Chaffins,6403174,9,1/28/2022 7:31,Present on time
Delisa,Crupi,230322,10,1/28/2022 7:31,Present on time
Bev,Dermo,716723,10,1/28/2022 7:31,Present on time
Izetta,Dewar,4852633,10,1/28/2022 7:31,Present on time
Catarina,Gleich,2708665,11,1/28/2022 7:31,Present on time
Verona,Jobst,1474258,12,1/28/2022 7:31,Present on time
Merlyn,Lawler,2482208,9,1/28/2022 7:31,Present on time
Joanna,Leinenbach,6687560,9,1/28/2022 7:31,Present on time
Gracia,Melnyk,2785186,10,1/28/2022 7:31,Present on time
Lorean,Sammon,5426443,9,1/28/2022 7:31,Present on time
Shalon,Shadrick,672351,10,1/28/2022 7:31,Present on time
Tuyet,Abramovitz,4273214,10,1/28/2022 7:32,Present on time
Ivette,Dills,871547,10,1/28/2022 7:32,Present on time
Stephanie,Garlett,4575613,10,1/28/2022 7:32,Present on time
Vinnie,Meir,4334346,12,1/28/2022 7:32,Present on time
Clemencia,Momplaisir,5670521,10,1/28/2022 7:32,Present on time
Ceola,Setter,370658,12,1/28/2022 7:32,Present on time
Cletus,Stapels,7871543,11,1/28/2022 7:32,Present on time
Salena,Karpel,3463378,9,1/28/2022 7:33,Present on time
Junita,Stoltzman,5441037,12,1/28/2022 7:33,Present on time
Irma,Wolfgramm,166462,9,1/28/2022 7:33,Present on time
Bernardo,Figeroa,7224623,9,1/28/2022 7:34,Present on time
Lavina,Michelet,32524,9,1/28/2022 7:34,Present on time
Cristal,Samara,6520711,9,1/28/2022 7:34,Present on time
Sabra,Uyetake,167338,9,1/28/2022 7:34,Present on time
Iesha,Wardle,8765587,9,1/28/2022 7:34,Present on time
Renato,Airhart,2544130,9,1/28/2022 7:35,Present on time
Edelmira,Calzado,1833320,9,1/28/2022 7:35,Present on time
Kenneth,Degennaro,2404323,9,1/28/2022 7:35,Present on time
Diane,Devreese,6245601,11,1/28/2022 7:35,Present on time
Suzi,Groom,4638441,9,1/28/2022 7:35,Present on time
Raylene,Kampa,6631673,9,1/28/2022 7:35,Present on time
Annice,Peckens,8544776,9,1/28/2022 7:35,Present on time
Alberto,Stenquist,6373540,10,1/28/2022 7:35,Present on time
Buddy,Cloney,5570734,9,1/28/2022 7:36,Present on time
Erin,Delbosque,2138534,11,1/28/2022 7:36,Present on time
Willodean,Konopacki,2763625,9,1/28/2022 7:36,Present on time
Freeman,Gochal,4065153,9,1/28/2022 7:37,Present on time
Carlene,Kana,2647874,12,1/28/2022 7:37,Present on time
Karrie,Kinikini,4542626,11,1/28/2022 7:37,Present on time
Celeste,Korando,6282077,11,1/28/2022 7:37,Present on time
Dell,Polino,7121726,9,1/28/2022 7:37,Present on time
Bo,Sabota,1257563,9,1/28/2022 7:37,Present on time
Bernadine,Shufelt,6642445,12,1/28/2022 7:37,Present on time
Reena,Maisto,7234513,10,1/28/2022 7:38,Present on time
Marti,Maybury,3543677,12,1/28/2022 7:38,Present on time
Krissy,Rauser,5243777,10,1/28/2022 7:38,Present on time
Bobbye,Rhym,7326654,9,1/28/2022 7:38,Present on time
Gladys,Rim,8278371,9,1/28/2022 7:38,Present on time
Shaun,Scovil,3560561,9,1/28/2022 7:38,Present on time
Leslie,Threets,3237441,9,1/28/2022 7:38,Present on time
Asuncion,Berson,8254563,12,1/28/2022 7:39,Present on time
Karina,Cortesi,7514732,11,1/28/2022 7:39,Present on time
Felix,Hirpara,7340555,11,1/28/2022 7:39,Present on time
Lili,Paskin,3113636,12,1/28/2022 7:39,Present on time
Delmy,Ahle,562453,11,1/28/2022 7:40,Present on time
Gianna,Branin,5035235,9,1/28/2022 7:40,Present on time
Sanda,Laramie,133617,10,1/28/2022 7:40,Present on time
Jaime,Lowrance,8245273,12,1/28/2022 7:40,Present on time
Jimmie,Snelling,4811256,10,1/28/2022 7:40,Present on time
Kaycee,Alaibilla,1042184,9,1/28/2022 7:41,Present on time
Lourdes,Bauswell,6631621,11,1/28/2022 7:41,Present on time
Maxima,Brzozowski,8841710,10,1/28/2022 7:41,Present on time
Fletcher,Flosi,277725,9,1/28/2022 7:41,Present on time
Eric,Gazzola,4466377,12,1/28/2022 7:41,Present on time
Darell,Mcalarney,1362256,10,1/28/2022 7:41,Present on time
Daniel,Perruzza,5335457,11,1/28/2022 7:41,Present on time
Tyra,Shields,6625847,11,1/28/2022 7:41,Present on time
Gertude,Witten,1586555,9,1/28/2022 7:41,Present on time
Dominga,Mckeon,6342362,9,1/28/2022 7:42,Present on time
Jennie,Drymon,5117334,11,1/28/2022 7:43,Present on time
Sharee,Maile,5462551,12,1/28/2022 7:43,Present on time
Cathrine,Pontoriero,1540336,9,1/28/2022 7:43,Present on time
Asha,Zoldak,1733265,9,1/28/2022 7:43,Present on time
Quentin,Birkner,7571665,9,1/28/2022 7:44,Present on time
Carlee,Boulter,1241536,10,1/28/2022 7:44,Present on time
Rosio,Cork,1733214,10,1/28/2022 7:44,Present on time
Shoshana,Courter,4040207,10,1/28/2022 7:44,Present on time
Herman,Demesa,624425,9,1/28/2022 7:44,Present on time
Theola,Frey,7568732,10,1/28/2022 7:44,Present on time
Claudio,Hummell,6655523,11,1/28/2022 7:44,Present on time
Chauncey,Mcelreath,1311127,12,1/28/2022 7:44,Present on time
Vincent,Meinerding,2767776,12,1/28/2022 7:44,Present on time
Becky,Mirafuentes,7503676,11,1/28/2022 7:44,Present on time
Georgene,Montezuma,774043,11,1/28/2022 7:44,Present on time
Beata,Rubarts,1053842,10,1/28/2022 7:44,Present on time
Twila,Shadle,5545374,10,1/28/2022 7:44,Present on time
Leanna,Tijerina,2382843,11,1/28/2022 7:44,Present on time
Cherelle,Welschmeyer,1780707,10,1/28/2022 7:44,Present on time
Lindsey,Arnoldi,248231,9,1/28/2022 7:45,Present on time
Louvenia,Beech,1731103,9,1/28/2022 7:45,Present on time
France,Buzick,2135224,9,1/28/2022 7:45,Present on time
Yvette,Capiga,7221575,12,1/28/2022 7:45,Present on time
Devon,Delacerda,3434526,10,1/28/2022 7:45,Present on time
Carey,Dopico,6226406,9,1/28/2022 7:45,Present on time
Ettie,Hoopengardner,3362158,11,1/28/2022 7:45,Present on time
Nobuko,Logwood,1223266,9,1/28/2022 7:45,Present on time
Mindy,Presnal,3766766,9,1/28/2022 7:45,Present on time
Theodora,Restrepo,2563401,9,1/28/2022 7:45,Present on time
Stephanie,Rolling,8477432,9,1/28/2022 7:45,Present on time
Tammy,Sams,1623217,9,1/28/2022 7:45,Present on time
Sherita,Saras,6463087,9,1/28/2022 7:45,Present on time
Dalene,Schoeneck,1443633,11,1/28/2022 7:45,Present on time
Quentin,Swayze,1215244,11,1/28/2022 7:45,Present on time
Stevie,Westerbeck,4354813,10,1/28/2022 7:45,Present on time
Wenona,Braseth,5412527,9,1/28/2022 7:46,Present on time
Jina,Briddick,1743174,10,1/28/2022 7:46,Present on time
Junita,Brideau,2460415,9,1/28/2022 7:46,Present on time
Lashaun,Casteneda,8687660,10,1/28/2022 7:46,Present on time
Roslyn,Chavous,3315842,9,1/28/2022 7:46,Present on time
Ezekiel,Chui,2375705,11,1/28/2022 7:46,Present on time
Mammie,Cisney,1164426,10,1/28/2022 7:46,Present on time
Precious,Dubray,7613656,11,1/28/2022 7:46,Present on time
Lottie,Hegdahl,1120768,12,1/28/2022 7:46,Present on time
Carla,Kallenberger,6140864,11,1/28/2022 7:46,Present on time
Mirta,Mallett,6240644,9,1/28/2022 7:46,Present on time
Ashlyn,Pinilla,2256478,11,1/28/2022 7:46,Present on time
Sylvie,Ryser,1312263,12,1/28/2022 7:46,Present on time
Jesse,Wida,2234663,11,1/28/2022 7:46,Present on time
Sharen,Bourbon,5386535,10,1/28/2022 7:47,Present on time
Winfred,Brucato,3334157,11,1/28/2022 7:47,Present on time
Fannie,Lungren,7283251,9,1/28/2022 7:47,Present on time
Renea,Monterrubio,1422154,9,1/28/2022 7:47,Present on time
Kaitlyn,Ogg,2102170,9,1/28/2022 7:47,Present on time
Jenelle,Regusters,5623135,11,1/28/2022 7:47,Present on time
Eladia,Saulter,1506441,12,1/28/2022 7:47,Present on time
Harris,Sheck,2225167,12,1/28/2022 7:47,Present on time
Viola,Bitsuie,4032632,9,1/28/2022 7:48,Present on time
Joni,Breland,6615732,9,1/28/2022 7:48,Present on time
Galen,Cantres,6267616,11,1/28/2022 7:48,Present on time
Lera,Hua,6767243,10,1/28/2022 7:48,Present on time
Alison,Mahlum,8480202,10,1/28/2022 7:48,Present on time
Steffanie,Meinen,7217245,9,1/28/2022 7:48,Present on time
Gary,Nunlee,5534145,12,1/28/2022 7:48,Present on time
Thea,Petermeier,7364676,10,1/28/2022 7:48,Present on time
Glendora,Pezley,7644317,10,1/28/2022 7:48,Present on time
Elke,Sengbusch,1116450,12,1/28/2022 7:48,Present on time
Long,Shintaku,237515,12,1/28/2022 7:48,Present on time
Frank,Tryninewski,73257,9,1/28/2022 7:48,Present on time
Johnathon,Wadden,3433772,10,1/28/2022 7:48,Present on time
Doretha,Wykle,5772524,12,1/28/2022 7:48,Present on time
Wilda,Giguere,4335574,11,1/28/2022 7:49,Present on time
Macy,Massay,8157648,10,1/28/2022 7:49,Present on time
Benton,Skursky,3287583,12,1/28/2022 7:49,Present on time
Thaddeus,Ankeny,6142715,11,1/28/2022 7:50,Present on time
Mariann,Bilden,7618425,9,1/28/2022 7:50,Present on time
Sonia,Blan,6238256,11,1/28/2022 7:50,Present on time
Hortencia,Bresser,3584562,11,1/28/2022 7:50,Present on time
Thora,Daneker,4720231,11,1/28/2022 7:50,Present on time
Leota,Dilliard,6738564,9,1/28/2022 7:50,Present on time
Daron,Dinos,4462217,12,1/28/2022 7:50,Present on time
Dorthy,Hidvegi,3856715,9,1/28/2022 7:50,Present on time
Fernanda,Jillson,7276237,10,1/28/2022 7:50,Present on time
Gail,Kitty,7024123,9,1/28/2022 7:50,Present on time
Huey,Marcille,6178054,9,1/28/2022 7:50,Present on time
Lorriane,Naddeo,7704112,9,1/28/2022 7:50,Present on time
Rickie,Plumer,523441,9,1/28/2022 7:50,Present on time
Janine,Rhoden,6228577,12,1/28/2022 7:50,Present on time
Francesco,Sarchet,2362177,9,1/28/2022 7:50,Present on time
Gayla,Schnitzler,4423275,9,1/28/2022 7:50,Present on time
Avery,Steier,443084,12,1/28/2022 7:50,Present on time
Lon,Tibbles,5554657,10,1/28/2022 7:50,Present on time
Laurena,Begin,2712617,10,1/28/2022 7:51,Present on time
Gaynell,Benavente,7105736,9,1/28/2022 7:51,Present on time
Willetta,Cesa,4687546,11,1/28/2022 7:51,Present on time
Roselle,Estell,1177373,11,1/28/2022 7:51,Present on time
Aja,Gehrett,427773,12,1/28/2022 7:51,Present on time
Clay,Hoa,522651,9,1/28/2022 7:51,Present on time
